Course Code,Course Title,HEI Code,HEI,R1 Points,Year,ISCED
DN100,Architecture,DN,University College Dublin (NUI),510,2020,Architecture and construction
DN120,Landscape Architecture,DN,University College Dublin (NUI),407,2020,Architecture and construction
DN130,City Planning and Environmental Policy,DN,University College Dublin (NUI),407,2020,Architecture and construction
DN150,Engineering (Common Entry),DN,University College Dublin (NUI),531,2020,Engineering and engineering trades
DN200,Science (options),DN,University College Dublin (NUI),533,2020,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics"
DN201,Computer Science (Common Entry),DN,University College Dublin (NUI),510,2020,Information and Communication Technologies (ICTs)
DN230,Actuarial and Financial Studies,DN,University College Dublin (NUI),601,2020,Mathematics and statistics
DN240,Sustainability,DN,University College Dublin (NUI),440,2020,Environment
DN250,Agricultural Science (options),DN,University College Dublin (NUI),456,2020,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
DN252,Dairy Business,DN,University College Dublin (NUI),410,2020,Agriculture
DN253,Agri - Environmental Sciences,DN,University College Dublin (NUI),418,2020,Environment
DN261,Food Science,DN,University College Dublin (NUI),477,2020,Agriculture
DN262,Human Nutrition,DN,University College Dublin (NUI),531,2020,Health
DN271,Forestry,DN,University College Dublin (NUI),311,2020,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
DN272,"Horticulture, Landscape and Sportsturf Management",DN,University College Dublin (NUI),297,2020,Agriculture
DN300,Veterinary Medicine - Undergraduate Entry,DN,University College Dublin (NUI),589,2020,Veterinary
DN310,Veterinary Nursing,DN,University College Dublin (NUI),478,2020,Veterinary
DN400,Medicine - Undergraduate Entry (HPAT required),DN,University College Dublin (NUI),737,2020,Health
DN410,Radiography,DN,University College Dublin (NUI),534,2020,Health
DN420,Physiotherapy,DN,University College Dublin (NUI),578,2020,Health
DN425,Health and Performance Science,DN,University College Dublin (NUI),510,2020,Health
DN430,Sport and Exercise Management,DN,University College Dublin (NUI),455,2020,Business and administration
DN440,"Biomedical, Health and Life Sciences",DN,University College Dublin (NUI),590,2020,Biological and related sciences
DN450,General Nursing,DN,University College Dublin (NUI),429,2020,Health
DN451,Children`s and General Nursing (Integrated),DN,University College Dublin (NUI),509,2020,Health
DN452,Midwifery,DN,University College Dublin (NUI),489,2020,Health
DN453,Mental Health Nursing,DN,University College Dublin (NUI),397,2020,Health
DN520,Joint Honours (options),DN,University College Dublin (NUI),310,2020,Arts
DN530,Humanities (options),DN,University College Dublin (NUI),340,2020,Humanities (except languages)
DN541,Modern Languages (options),DN,University College Dublin (NUI),303,2020,Languages
DN600,Law (options),DN,University College Dublin (NUI),546,2020,Law
DN610,Business and Law,DN,University College Dublin (NUI),545,2020,Business and administration
DN650,Commerce,DN,University College Dublin (NUI),521,2020,Business and administration
DN660,Commerce International (options),DN,University College Dublin (NUI),517,2020,Business and administration
DN670,Economics and Finance,DN,University College Dublin (NUI),613,2020,Business and administration
DN700,Social Sciences (options),DN,University College Dublin (NUI),421,2020,Social and behavioural sciences
DN710,Economics,DN,University College Dublin (NUI),498,2020,Social and behavioural sciences
DN720,Psychology,DN,University College Dublin (NUI),530,2020,Social and behavioural sciences
DN750,Social Policy and Sociology,DN,University College Dublin (NUI),378,2020,Social and behavioural sciences
GA181,Accounting,GA,Galway-Mayo Institute of Technology,309,2020,Business and administration
GA182,Business,GA,Galway-Mayo Institute of Technology,287,2020,Business and administration
GA183,Business Information Systems,GA,Galway-Mayo Institute of Technology,296,2020,Information and Communication Technologies (ICTs)
GA184,Marketing and Sales,GA,Galway-Mayo Institute of Technology,307,2020,Business and administration
GA185,Finance and Economics,GA,Galway-Mayo Institute of Technology,293,2020,Business and administration
GA186,Business with Entrepreneurship,GA,Galway-Mayo Institute of Technology,280,2020,Business and administration
GA187,Rural Enterprise and Agri-Business,GA,Galway-Mayo Institute of Technology,281,2020,Agriculture
GA281,Film and Documentary,GA,Galway-Mayo Institute of Technology,304,2020,Arts
GA282,Heritage Studies,GA,Galway-Mayo Institute of Technology,220,2020,Social and behavioural sciences
GA283,Contemporary Art,GA,Galway-Mayo Institute of Technology,679,2020,Arts
GA284,Design,GA,Galway-Mayo Institute of Technology,303,2020,Arts
GA380,International Hotel Management,GA,Galway-Mayo Institute of Technology,242,2020,Personal services
GA381,International Tourism Management,GA,Galway-Mayo Institute of Technology,278,2020,Personal services
GA382,Culinary and Gastronomic Science,GA,Galway-Mayo Institute of Technology,206,2020,Manufacturing and processing
GA384,Event Management with Public Relations,GA,Galway-Mayo Institute of Technology,212,2020,Personal services
GA480,Construction Management,GA,Galway-Mayo Institute of Technology,260,2020,Architecture and construction
GA482,Quantity Surveying and Construction Economics,GA,Galway-Mayo Institute of Technology,288,2020,Architecture and construction
GA483,Architectural Technology,GA,Galway-Mayo Institute of Technology,265,2020,Architecture and construction
GA484,Civil Engineering,GA,Galway-Mayo Institute of Technology,290,2020,Architecture and construction
GA580,Software and Electronic Engineering,GA,Galway-Mayo Institute of Technology,300,2020,Engineering and engineering trades
GA680,Mechanical Engineering,GA,Galway-Mayo Institute of Technology,330,2020,Engineering and engineering trades
GA681,Energy Engineering,GA,Galway-Mayo Institute of Technology,293,2020,Engineering and engineering trades
GA682,Biomedical Engineering,GA,Galway-Mayo Institute of Technology,313,2020,Engineering and engineering trades
GA683,Agricultural Engineering,GA,Galway-Mayo Institute of Technology,309,2020,Engineering and engineering trades
GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),GA,Galway-Mayo Institute of Technology,340,2020,Engineering and engineering trades
GA685,Manufacturing Engineering Design,GA,Galway-Mayo Institute of Technology,309,2020,Manufacturing and processing
GA780,Applied Freshwater and Marine Biology,GA,Galway-Mayo Institute of Technology,327,2020,Biological and related sciences
GA781,Applied Biology and Biopharmaceutical Science,GA,Galway-Mayo Institute of Technology,337,2020,Biological and related sciences
GA782,Chemical and Pharmaceutical Science,GA,Galway-Mayo Institute of Technology,336,2020,Environment
GA783,Physics and Instrumentation,GA,Galway-Mayo Institute of Technology,363,2020,Physical sciences
GA784,Science (Undenominated),GA,Galway-Mayo Institute of Technology,372,2020,Biological and related sciences
GA785,Medical Science,GA,Galway-Mayo Institute of Technology,473,2020,Health
GA786,Forensic Science and Analysis,GA,Galway-Mayo Institute of Technology,317,2020,Physical sciences
GA787,Computing in Software Development,GA,Galway-Mayo Institute of Technology,270,2020,Information and Communication Technologies (ICTs)
GA788,Computing and Digital Media,GA,Galway-Mayo Institute of Technology,274,2020,Information and Communication Technologies (ICTs)
GA789,Agriculture and Environmental Management,GA,Galway-Mayo Institute of Technology,287,2020,Agriculture
GA790,Sport and Exercise Science,GA,Galway-Mayo Institute of Technology,356,2020,Personal services
GA791,Public Health Nutrition,GA,Galway-Mayo Institute of Technology,368,2020,Biological and related sciences
GA880,General Nursing,GA,Galway-Mayo Institute of Technology,429,2020,Health
GA882,Psychiatric Nursing,GA,Galway-Mayo Institute of Technology,367,2020,Health
GA885,Outdoor Education,GA,Galway-Mayo Institute of Technology,252,2020,Personal services
GA887,History and Geography,GA,Galway-Mayo Institute of Technology,244,2020,Humanities (except languages)
GA889,Applied Social Care,GA,Galway-Mayo Institute of Technology,266,2020,Welfare
GA890,Early Childhood Education and Care,GA,Galway-Mayo Institute of Technology,270,2020,Education
GA891,Geography and Outdoor Education,GA,Galway-Mayo Institute of Technology,244,2020,Environment
GA980,Education (Design Graphics and Construction),GA,Galway-Mayo Institute of Technology,377,2020,Education
GA984,"Furniture Design, Making and Technology - Common Entry",GA,Galway-Mayo Institute of Technology,284,2020,Arts
GC200,Business Studies,GC,Griffith College,252,2020,Business and administration
GC201,Accounting and Finance,GC,Griffith College,303,2020,Business and administration
GC230,Computing Science,GC,Griffith College,335,2020,Information and Communication Technologies (ICTs)
GC300,Business Studies,GC,Griffith College,429,2020,Business and administration
GC301,Accounting & Finance,GC,Griffith College,253,2020,Business and administration
GC305,International Hospitality Management,GC,Griffith College,253,2020,Personal services
GC400,Business Studies,GC,Griffith College,248,2020,Business and administration
GC401,Accounting and Finance,GC,Griffith College,240,2020,Business and administration
GC402,Business Studies (HRM),GC,Griffith College,264,2020,Business and administration
GC403,Law,GC,Griffith College,244,2020,Law
GC407,Business Studies (Marketing),GC,Griffith College,280,2020,Business and administration
GC430,Computing Science,GC,Griffith College,252,2020,Information and Communication Technologies (ICTs)
GC450,Communications and Media Production,GC,Griffith College,254,2020,Journalism and information
GC489,Interior Architecture (portfolio),GC,Griffith College,254,2020,Arts
GC494,Fashion Design (portfolio),GC,Griffith College,337,2020,Arts
GY101,Arts (Joint-Honours),GY,"National University of Ireland, Galway",300,2020,Arts
GY104,Arts (Psychology),GY,"National University of Ireland, Galway",523,2020,Social and behavioural sciences
GY105,Arts (History),GY,"National University of Ireland, Galway",301,2020,Humanities (except languages)
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),GY,"National University of Ireland, Galway",409,2020,Languages
GY109,Arts (Mathematics and Education),GY,"National University of Ireland, Galway",403,2020,Education
GY110,Arts with Children`s Studies,GY,"National University of Ireland, Galway",357,2020,Social and behavioural sciences
GY111,Arts with Creative Writing,GY,"National University of Ireland, Galway",330,2020,Arts
GY112,Arts with Film Studies,GY,"National University of Ireland, Galway",321,2020,Arts
GY113,Arts with Human Rights,GY,"National University of Ireland, Galway",368,2020,Social and behavioural sciences
GY115,Arts with Performing Arts Studies,GY,"National University of Ireland, Galway",387,2020,Arts
GY118,"Arts (Drama, Theatre and Performance Studies)",GY,"National University of Ireland, Galway",451,2020,Arts
GY119,Arts (Journalism),GY,"National University of Ireland, Galway",400,2020,Journalism and information
GY120,"Arts (Child, Youth and Family: Policy and Practice)",GY,"National University of Ireland, Galway",350,2020,Social and behavioural sciences
GY121,Arts (Children`s Studies),GY,"National University of Ireland, Galway",356,2020,Social and behavioural sciences
GY122,Na Dána (Cumarsáid agus Gaeilge),GY,"National University of Ireland, Galway",361,2020,Arts
GY123,Applied Social Sciences,GY,"National University of Ireland, Galway",358,2020,Social and behavioural sciences
GY124,Arts (Arts with Data Science),GY,"National University of Ireland, Galway",454,2020,Information and Communication Technologies (ICTs)
GY125,Arts (Digital Arts and Technology),GY,"National University of Ireland, Galway",328,2020,Arts
GY126,Arts (English and Media Studies),GY,"National University of Ireland, Galway",391,2020,Languages
GY127,Arts (Film and Digital Media),GY,"National University of Ireland, Galway",401,2020,Arts
GY128,Arts (Global Languages),GY,"National University of Ireland, Galway",352,2020,Languages
GY129,Arts (International),GY,"National University of Ireland, Galway",420,2020,Arts
GY130,Arts (Music),GY,"National University of Ireland, Galway",408,2020,Arts
GY131,Arts (History and Globalisation Studies),GY,"National University of Ireland, Galway",360,2020,Humanities (except languages)
GY132,"Government (Politics, Economics and Law)",GY,"National University of Ireland, Galway",407,2020,Social and behavioural sciences
GY133,Education (Computer Science and Mathematical Studies),GY,"National University of Ireland, Galway",422,2020,Education
GY134,Geography and Geosystems,GY,"National University of Ireland, Galway",410,2020,Physical sciences
GY201,Commerce,GY,"National University of Ireland, Galway",433,2020,Business and administration
GY202,Commerce (International) with French,GY,"National University of Ireland, Galway",484,2020,Business and administration
GY203,Commerce (International) with German,GY,"National University of Ireland, Galway",489,2020,Business and administration
GY204,Commerce (International) with Spanish,GY,"National University of Ireland, Galway",495,2020,Business and administration
GY206,Business Information Systems (Work Placement & Optional Int`l Study),GY,"National University of Ireland, Galway",465,2020,Business and administration
GY207,Commerce (Accounting) including optional Global Experience year,GY,"National University of Ireland, Galway",509,2020,Business and administration
GY208,Commerce (Gaeilge),GY,"National University of Ireland, Galway",473,2020,Business and administration
GY209,Commerce (Global Experience),GY,"National University of Ireland, Galway",530,2020,Business and administration
GY250,Law and Business,GY,"National University of Ireland, Galway",487,2020,Law
GY251,Law (BCL),GY,"National University of Ireland, Galway",499,2020,Law
GY252,Law (BCL) and Human Rights,GY,"National University of Ireland, Galway",520,2020,Law
GY253,Law and Taxation,GY,"National University of Ireland, Galway",509,2020,Law
GY254,"Law (BCL), Criminology and Criminal Justice",GY,"National University of Ireland, Galway",530,2020,Law
GY261,"Business Studies (International Hotel Management, interview)",GY,"National University of Ireland, Galway",497,2020,Business and administration
GY262,"Commerce (International Hotel Management, interview)",GY,"National University of Ireland, Galway",681,2020,Business and administration
GY301,Science,GY,"National University of Ireland, Galway",433,2020,Biological and related sciences
GY303,Biomedical Science,GY,"National University of Ireland, Galway",556,2020,Biological and related sciences
GY304,Biotechnology,GY,"National University of Ireland, Galway",465,2020,Engineering and engineering trades
GY308,Environmental Science,GY,"National University of Ireland, Galway",408,2020,Environment
GY309,Financial Mathematics and Economics,GY,"National University of Ireland, Galway",487,2020,Mathematics and statistics
GY310,Marine Science,GY,"National University of Ireland, Galway",419,2020,Physical sciences
GY313,Environmental Health and Safety,GY,"National University of Ireland, Galway",412,2020,Hygiene and occupational health services
GY314,Earth and Ocean Sciences,GY,"National University of Ireland, Galway",403,2020,Physical sciences
GY318,Biopharmaceutical Chemistry,GY,"National University of Ireland, Galway",509,2020,Biological and related sciences
GY319,Mathematical Science,GY,"National University of Ireland, Galway",476,2020,Mathematics and statistics
GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY,"National University of Ireland, Galway",402,2020,Physical sciences
GY321,Genetics and Genomics,GY,"National University of Ireland, Galway",508,2020,Biological and related sciences
GY350,Computer Science and Information Technology,GY,"National University of Ireland, Galway",403,2020,Information and Communication Technologies (ICTs)
GY401,Engineering (Undenominated),GY,"National University of Ireland, Galway",465,2020,Engineering and engineering trades
GY402,Civil Engineering,GY,"National University of Ireland, Galway",455,2020,Architecture and construction
GY405,Mechanical Engineering,GY,"National University of Ireland, Galway",454,2020,Engineering and engineering trades
GY406,Electronic and Computer Engineering,GY,"National University of Ireland, Galway",510,2020,Engineering and engineering trades
GY408,Biomedical Engineering,GY,"National University of Ireland, Galway",509,2020,Engineering and engineering trades
GY410,Project and Construction Management,GY,"National University of Ireland, Galway",403,2020,Architecture and construction
GY413,Energy Systems Engineering,GY,"National University of Ireland, Galway",502,2020,Engineering and engineering trades
GY414,Electrical and Electronic Engineering,GY,"National University of Ireland, Galway",405,2020,Engineering and engineering trades
GY501,"Medicine (five year/six year course, HPAT required)",GY,"National University of Ireland, Galway",728,2020,Health
GY502,Occupational Therapy,GY,"National University of Ireland, Galway",555,2020,Health
GY503,Speech and Language Therapy,GY,"National University of Ireland, Galway",543,2020,Health
GY504,Podiatric Medicine,GY,"National University of Ireland, Galway",443,2020,Health
GY515,General Nursing (Galway and Portiuncula),GY,"National University of Ireland, Galway",476,2020,Health
GY516,Mental Health Nursing,GY,"National University of Ireland, Galway",440,2020,Health
GY517,Midwifery,GY,"National University of Ireland, Galway",495,2020,Health
ID001,Accounting and Finance,ID,ICD Business School,203,2020,Business and administration
ID002,Business Studies,ID,ICD Business School,294,2020,Business and administration
LC110,"Art and Design (Common Entry, portfolio)",LC,Limerick Institute of Technology,740,2020,Arts
LC114,Fashion and Textiles for Product and Costume (portfolio),LC,Limerick Institute of Technology,880,2020,Arts
LC115,Art and Design Teacher Education (portfolio),LC,Limerick Institute of Technology,942,2020,Education
LC220,Digital Marketing,LC,Limerick Institute of Technology,262,2020,Business and administration
LC223,Law and Taxation,LC,Limerick Institute of Technology,307,2020,Law
LC224,Accounting and Finance,LC,Limerick Institute of Technology,300,2020,Business and administration
LC225,Marketing and Management,LC,Limerick Institute of Technology,298,2020,Business and administration
LC226,Enterprise and Innovation,LC,Limerick Institute of Technology,234,2020,Business and administration
LC233,Software Development,LC,Limerick Institute of Technology,272,2020,Information and Communication Technologies (ICTs)
LC234,Interactive Digital Media,LC,Limerick Institute of Technology,225,2020,Information and Communication Technologies (ICTs)
LC236,Internet Systems Development,LC,Limerick Institute of Technology,262,2020,Information and Communication Technologies (ICTs)
LC239,Computer Networks and Systems Management,LC,Limerick Institute of Technology,307,2020,Information and Communication Technologies (ICTs)
LC241,Construction Management,LC,Limerick Institute of Technology,255,2020,Architecture and construction
LC242,Property Valuation and Management,LC,Limerick Institute of Technology,282,2020,Architecture and construction
LC243,Quantity Surveying,LC,Limerick Institute of Technology,294,2020,Architecture and construction
LC248,Built Environment (Common Entry),LC,Limerick Institute of Technology,288,2020,Architecture and construction
LC252,Civil Engineering Management,LC,Limerick Institute of Technology,270,2020,Architecture and construction
LC263,Clinical Technology,LC,Limerick Institute of Technology,294,2020,Health
LC265,Forensic and Pharmaceutical Sciences,LC,Limerick Institute of Technology,413,2020,Physical sciences
LC266,Drug and Medicinal Product Analysis,LC,Limerick Institute of Technology,262,2020,Physical sciences
LC275,Electrical Engineering,LC,Limerick Institute of Technology,298,2020,Engineering and engineering trades
LC288,Mechanical Engineering,LC,Limerick Institute of Technology,347,2020,Engineering and engineering trades
LC289,Precision Engineering,LC,Limerick Institute of Technology,291,2020,Engineering and engineering trades
LC292,Social Care Work,LC,Limerick Institute of Technology,367,2020,Welfare
LC293,Business Studies with Travel and Tourism Management,LC,Limerick Institute of Technology,307,2020,Personal services
LC294,Business Studies with Event Management,LC,Limerick Institute of Technology,279,2020,Personal services
LC295,Business Studies with Sports Management,LC,Limerick Institute of Technology,252,2020,Business and administration
LC297,Community Development,LC,Limerick Institute of Technology,235,2020,Social and behavioural sciences
LC320,Business,LC,Limerick Institute of Technology,346,2020,Business and administration
LC330,Business with Computing,LC,Limerick Institute of Technology,297,2020,Information and Communication Technologies (ICTs)
LC340,Interior Design,LC,Limerick Institute of Technology,350,2020,Arts
LC362,Biotechnology and Biopharmaceutical Sciences,LC,Limerick Institute of Technology,413,2020,Biological and related sciences
LC371,Creative Broadcast and Film Production,LC,Limerick Institute of Technology,309,2020,Arts
LC372,Music Technology and Production,LC,Limerick Institute of Technology,325,2020,Arts
LC374,Renewable and Electrical Energy Engineering,LC,Limerick Institute of Technology,318,2020,Engineering and engineering trades
LC375,Industrial Automation and Robotic Systems,LC,Limerick Institute of Technology,317,2020,Engineering and engineering trades
LC376,Electronic Engineering,LC,Limerick Institute of Technology,318,2020,Engineering and engineering trades
LC380,Automotive Engineering and Transport Management,LC,Limerick Institute of Technology,303,2020,Engineering and engineering trades
LC392,Business Studies in Beauty and Spa Management,LC,Limerick Institute of Technology,236,2020,Personal services
LC393,Early Childhood Education and Care,LC,Limerick Institute of Technology,236,2020,Welfare
LC401,Early Childhood Education and Care,LC,Limerick Institute of Technology,297,2020,Welfare
LC402,Social Care Work,LC,Limerick Institute of Technology,225,2020,Welfare
LC408,Environmental Science and Climate,LC,Limerick Institute of Technology,279,2020,Environment
LC414,Data Analytics and Cyber Security,LC,Limerick Institute of Technology,236,2020,Information and Communication Technologies (ICTs)
LC416,Business,LC,Limerick Institute of Technology,274,2020,Business and administration
LC418,Computing - Games Design and Development,LC,Limerick Institute of Technology,270,2020,Information and Communication Technologies (ICTs)
LC422,Sports Strength and Conditioning,LC,Limerick Institute of Technology,298,2020,Personal services
LC434,Environmental Science and Agriculture,LC,Limerick Institute of Technology,297,2020,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
LC502,Game Art and Design (portfolio),LC,Limerick Institute of Technology,852,2020,Information and Communication Technologies (ICTs)
LC517,Creative Media and Design,LC,Limerick Institute of Technology,234,2020,Information and Communication Technologies (ICTs)
LC518,Digital Animation Production (portfolio),LC,Limerick Institute of Technology,808,2020,Information and Communication Technologies (ICTs)
LC612,Social Care Work,LC,Limerick Institute of Technology,320,2020,Welfare
LC613,Early Childhood Education and Care,LC,Limerick Institute of Technology,242,2020,Welfare
LM002,Arts,LM,University of Limerick,348,2020,Humanities (except languages)
LM020,Law and Accounting,LM,University of Limerick,465,2020,Law
LM026,Performing Arts (audition required),LM,University of Limerick,303,2020,Arts
LM028,Criminal Justice,LM,University of Limerick,418,2020,Law
LM029,Law Plus,LM,University of Limerick,490,2020,Law
LM038,Psychology and Sociology,LM,University of Limerick,500,2020,Social and behavioural sciences
LM039,Journalism and Digital Communication,LM,University of Limerick,402,2020,Journalism and information
LM040,European Studies,LM,University of Limerick,369,2020,Humanities (except languages)
LM044,Applied Languages,LM,University of Limerick,442,2020,Languages
LM050,Business Studies (options),LM,University of Limerick,431,2020,Business and administration
LM056,International Business,LM,University of Limerick,528,2020,Business and administration
LM058,Financial Mathematics,LM,University of Limerick,403,2020,Mathematics and statistics
LM063,Technology Management,LM,University of Limerick,379,2020,Information and Communication Technologies (ICTs)
LM068,Food Science and Health,LM,University of Limerick,421,2020,Manufacturing and processing
LM076,Product Design and Technology (portfolio required),LM,University of Limerick,408,2020,Manufacturing and processing
LM077,Aeronautical Engineering,LM,University of Limerick,520,2020,Engineering and engineering trades
LM082,Construction Management and Engineering,LM,University of Limerick,398,2020,Architecture and construction
LM089,Sport and Exercise Sciences,LM,University of Limerick,474,2020,Personal services
LM090,Physical Education with concurrent Teacher Education,LM,University of Limerick,532,2020,Education
LM091,Languages with concurrent Teacher Education,LM,University of Limerick,517,2020,Education
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),LM,University of Limerick,507,2020,Education
LM093,Equine Science,LM,University of Limerick,339,2020,Biological and related sciences
LM094,Materials and Architectural Technology with concurrent Teacher Education,LM,University of Limerick,440,2020,Education
LM095,Materials and Engineering Technology with concurrent Teacher Education,LM,University of Limerick,367,2020,Education
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),LM,University of Limerick,405,2020,Education
LM097,Mathematics and Computer Science with concurrent Teacher Education,LM,University of Limerick,402,2020,Mathematics and statistics
LM099,Architecture (portfolio requirement suspended),LM,University of Limerick,498,2020,Architecture and construction
LM100,Physiotherapy,LM,University of Limerick,589,2020,Health
LM101,Medicine  - Graduate Entry (GAMSAT required),LM,University of Limerick,55,2020,Health
LM102,Psychology,LM,University of Limerick,509,2020,Social and behavioural sciences
LM103,Paramedic Studies (B/C1/C1 Provisional Drivers Licence),LM,University of Limerick,392,2020,Health
LM115,Chemical and Biochemical Engineering,LM,University of Limerick,454,2020,Physical sciences
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),LM,University of Limerick,476,2020,Engineering and engineering trades
LM118,Electronic and Computer Engineering,LM,University of Limerick,403,2020,Engineering and engineering trades
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),LM,University of Limerick,351,2020,Information and Communication Technologies (ICTs)
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),LM,University of Limerick,327,2020,Information and Communication Technologies (ICTs)
LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),LM,University of Limerick,441,2020,Biological and related sciences
LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),LM,University of Limerick,437,2020,Mathematics and statistics
LM125,Physics (Applied Physics or Mathematics & Physics),LM,University of Limerick,404,2020,Physical sciences
LM150,General Nursing,LM,University of Limerick,475,2020,Health
LM152,Mental Health Nursing,LM,University of Limerick,419,2020,Health
LM154,Intellectual Disability Nursing,LM,University of Limerick,420,2020,Health
LM156,Midwifery,LM,University of Limerick,469,2020,Health
LY108,Business - Accounting,LY,Letterkenny Institute of Technology,309,2020,Business and administration
LY118,Business,LY,Letterkenny Institute of Technology,290,2020,Business and administration
LY208,Law,LY,Letterkenny Institute of Technology,300,2020,Law
LY228,Sports and Exercise - Common Entry,LY,Letterkenny Institute of Technology,300,2020,Personal services
LY408,Design - Common Entry,LY,Letterkenny Institute of Technology,320,2020,Arts
LY508,Fire Safety Engineering,LY,Letterkenny Institute of Technology,276,2020,Architecture and construction
LY518,Quantity Surveying,LY,Letterkenny Institute of Technology,301,2020,Architecture and construction
LY528,Construction Management,LY,Letterkenny Institute of Technology,271,2020,Architecture and construction
LY608,Mechanical Engineering,LY,Letterkenny Institute of Technology,300,2020,Engineering and engineering trades
LY618,Electronic Engineering,LY,Letterkenny Institute of Technology,312,2020,Engineering and engineering trades
LY708,Applied Computing,LY,Letterkenny Institute of Technology,306,2020,Information and Communication Technologies (ICTs)
LY748,Computer Science,LY,Letterkenny Institute of Technology,317,2020,Information and Communication Technologies (ICTs)
LY818,Science - Common Entry,LY,Letterkenny Institute of Technology,303,2020,Biological and related sciences
LY828,Agriculture - Common Entry,LY,Letterkenny Institute of Technology,307,2020,Agriculture
LY908,General Nursing,LY,Letterkenny Institute of Technology,400,2020,Health
LY918,Psychiatric Nursing,LY,Letterkenny Institute of Technology,357,2020,Health
LY928,Intellectual Disability Nursing,LY,Letterkenny Institute of Technology,326,2020,Health
LY968,"Early Childhood Care, Health and Education",LY,Letterkenny Institute of Technology,303,2020,Welfare
LY978,Health & Social Care - Common Entry,LY,Letterkenny Institute of Technology,280,2020,Health
MH001,Education - Primary Teaching (Froebel),MH,Maynooth University,507,2020,Education
MH101,Arts,MH,Maynooth University,318,2020,Humanities (except languages)
MH103,Music,MH,Maynooth University,,2020,Arts
MH106,Psychology - 3 years,MH,Maynooth University,521,2020,Social and behavioural sciences
MH107,Social Science,MH,Maynooth University,346,2020,Social and behavioural sciences
MH109,Media Studies,MH,Maynooth University,316,2020,Arts
MH116,Community and Youth Work (Full-Time),MH,Maynooth University,,2020,Welfare
MH201,Science,MH,Maynooth University,360,2020,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics"
MH202,Biotechnology,MH,Maynooth University,455,2020,Biological and related sciences
MH203,Biological and Geographical Sciences,MH,Maynooth University,430,2020,Biological and related sciences
MH204,Physics with Astrophysics,MH,Maynooth University,422,2020,Physical sciences
MH206,Theoretical Physics and Mathematics,MH,Maynooth University,510,2020,Mathematics and statistics
MH207,Data Science,MH,Maynooth University,445,2020,Information and Communication Technologies (ICTs)
MH208,Biological and Biomedical Sciences,MH,Maynooth University,498,2020,Biological and related sciences
MH209,Psychology (through Science) - 4 years,MH,Maynooth University,498,2020,Social and behavioural sciences
MH210,Pharmaceutical and Biomedical Chemistry,MH,Maynooth University,487,2020,Physical sciences
MH212,Science or Maths & Computer Science or Maths & Applied Maths (with Ed),MH,Maynooth University,422,2020,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics"
MH304,Engineering (Computer/Electronic/Communications),MH,Maynooth University,333,2020,Engineering and engineering trades
MH305,Product Design,MH,Maynooth University,357,2020,Engineering and engineering trades
MH306,Robotics and Intelligent Devices,MH,Maynooth University,361,2020,Engineering and engineering trades
MH401,Finance (options),MH,Maynooth University,357,2020,Business and administration
MH402,Quantitative Finance,MH,Maynooth University,476,2020,Business and administration
MH403,Accounting and Finance,MH,Maynooth University,422,2020,Business and administration
MH404,Business (options),MH,Maynooth University,430,2020,Business and administration
MH405,Equine Business,MH,Maynooth University,357,2020,Business and administration
MH407,Business and Accounting,MH,Maynooth University,420,2020,Business and administration
MH411,Entrepreneurship,MH,Maynooth University,371,2020,Business and administration
MH501,LLB Law - four year Single Major Law programme,MH,Maynooth University,473,2020,Law
MH502,Law (options),MH,Maynooth University,451,2020,Law
MH601,Computer Science through Arts (options),MH,Maynooth University,352,2020,Information and Communication Technologies (ICTs)
MH602,Computer Science through Science (options),MH,Maynooth University,351,2020,Information and Communication Technologies (ICTs)
MH603,Computational Thinking,MH,Maynooth University,532,2020,Information and Communication Technologies (ICTs)
MH801,Early Childhood - Teaching and Learning (part-time),MH,Maynooth University,327,2020,Education
MH802,"Community and Youth Work (part-time, in service)",MH,Maynooth University,,2020,Welfare
MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",MH,Maynooth University,,2020,Social and behavioural sciences
MI001,Contemporary & Applied Theatre Studies,MI,Mary Immaculate College,375,2020,Arts
MI002,Arts,MI,Mary Immaculate College,300,2020,Arts
MI004,Education - Primary Teaching - International,MI,Mary Immaculate College,577,2020,Education
MI005,Education - Primary Teaching,MI,Mary Immaculate College,495,2020,Education
MI006,Education - Primary Teaching - Gaeltacht Applicants,MI,Mary Immaculate College,456,2020,Education
